,title,location,postedOn,url
128,"Experienced Clinical Trial Coordinator (m/w/d), Home Office","Frankfurt, Hesse, Germany",Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Experienced-Clinical-Trial-Coordinator--m-w-d---Home-Office_R1512829
129,Senior Clinical Research Associate 1 - Sponsor dedicated,2 Locations,Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Senior-Clinical-Research-Associate---CFSP_R1468241
130,Delegad@ Hospitalario Cantabria y La Rioja,"Madrid, Spain",Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Delegad--Hospitalario-Cantabria-y-La-Rioja_R1512809
131,Project & Delivery Specialist,2 Locations,Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Project---Delivery-Specialist_R1508802
132,Paediatric Cardiac Physiologist,5 Locations,Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Paediatric-Cardiac-Physiologist_R1512828
133,Commercial Excellence Manager (Pharmaceutical/Lifesciences),"Amsterdam, Netherlands",Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Commercial-Excellence-Manager--Pharmaceutical-Lifesciences-_R1512822
134,Pharmaberater m/w/d Immunologie,"Cottbus, Brandenburg, Germany",Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Pharmaberater-m-w-d-Immunologie_R1512823
135,Data Team Lead,"Kochi, India",Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Data-Team-Lead_R1500428
136,Clinical Trial Educator I (m/w/d),"Frankfurt, Hesse, Germany",Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Clinical-Trial-Educator-I--m-w-d-_R1512820-1
137,Account Manager,"Taguig City, Philippines",Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Account-Manager_R1509802
138,Business Analyst - Pharma & Healthcare,"Prague, Czech Republic",Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Business-Analyst---Pharma---Healthcare_R1506551
139,Praktikum - Consulting - Health Economics & Outcomes Research (m/w/d),"Munich, Bavaria, Germany",Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Praktikum---Consulting---Health-Economics---Outcomes-Research--m-w-d-_R1500754
140,Delegado Hospitalario Madrid 3,"Madrid, Spain",Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Delegado-Hospitalario-Madrid-3_R1512300
141,Analytical Monitor - Advanced Level,5 Locations,Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Analytical-Monitor---Advanced-Level_R1512794-1
142,Analytical Monitor - Base Level,5 Locations,Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Analytical-Monitor---Base-Level_R1512130
143,"Techniciens de service sur le terrain / Field Service Technician Bilingual French/English Quebec City, QC","Quebec City, Quebec, Canada",Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Techniciens-de-service-sur-le-terrain---Field-Service-engineer_R1501667
144,"Techniciens de service sur le terrain / Field Service Technician Bilingual French/English Toronto, ON","Toronto, Ontario, Canada",Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Techniciens-de-service-sur-le-terrain---Field-Service-engineer_R1501668-1
145,"Techniciens de service sur le terrain / Field Service Technician Bilingual French/English Ottawa, ON","Ottawa, Ontario, Canada",Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Techniciens-de-service-sur-le-terrain---Field-Service-engineer_R1501669
146,"Techniciens de service sur le terrain / Field Service Technician Bilingual French/English Kirkland, QC","Winnipeg, Manitoba, Canada",Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Techniciens-de-service-sur-le-terrain---Field-Service-engineer_R1500225
147,Techniciens de service sur le terrain / Field Service Technician Bilingual French/English,"Toronto, Ontario, Canada",Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Techniciens-de-service-sur-le-terrain---Field-Service-engineer_R1500547
148,Senior Big Data Engineer,"Warsaw, Poland",Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Senior-Big-Data-Engineer_R1509601
149,"Consultant, Management Consulting","Taipei , Taipei City, Taiwan",Posted 3 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Consultant--Management-Consulting_R1512231
150,Regulatory & Start Up and CN Specilist,"Bogota, Colombia",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Regulatory---Start-Up-and-CN-Specilist_R1512672
151,Pasante HCP,"Quito, Ecuador",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Pasante-HCP_R1509549
152,"MedTech - Field Collection Technician - St. George, UT","St George, UT",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/MedTech---Field-Collection-Technician---St-George--UT_R1512400
153,"Associate Sales Consultant - Medical Device Sales Support - Trauma - Anaheim/Orange County, CA FYA01765",2 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Associate-Sales-Consultant---Medical-Device-Sales-Support---Trauma---Anaheim-Orange-County--CA-FYA01765_R1511424
154,"Principal, Emerging Biopharma Analytics",5 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Principal--Emerging-Biopharma-Analytics_R1512395
155,Associate Content Design Specialist with Georgian,3 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Associate-Content-Design-Specialist-with-Georgian_R1509711
156,Associate Content Design Specialist with Hebrew,3 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Associate-Content-Design-Specialist-with-Hebrew_R1509707
157,Associate Content Design Specialist,4 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Associate-Content-Design-Specialist_R1511816
158,"Techniciens de service sur le terrain / Field Service Technician Bilingual French/English Montreal, QC","Montreal, Quebec, Canada",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Techniciens-de-service-sur-le-terrain---Field-Service-engineer_R1500213
159,Analista de Pesquisa de Mercado,"São Paulo, Brazil",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Analista-de-Pesquisa-de-Mercado-Junior_R1509876
160,Mobile Medical Assistant/Phlebotomist-Per Diem In-Home Services,"Columbia, South Carolina, United States",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Mobile-Medical-Assistant-Phlebotomist-Per-Diem-In-Home-Services_R1508745
161,"Project Coordinator, MedForce","Shrewsbury, New Jersey, United States of America",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Project-Coordinator--HCP-Meetings---Events_R1509018
162,MedTech Project Coordinator- Remote,5 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/MedTech-Field-Service-Rep---Nationwide-Travel_R1510474
163,Global Events Administrator,"Buenos Aires, Argentina",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Global-Events-Administrator_R1505141
164,Customer Success Manager,2 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Customer-Success-Manager_R1505515
165,Director Business Development – Pharma Commercial (m/w/d),"Frankfurt, Hesse, Germany",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Director-Business-Development---Pharma-Commercial--m-w-d-_R1475325
166,"Sr. Client Services Manager, Medical & Scientific Communications","Oxford, CT, United States of America",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Sr-Client-Services-Manager--Medical---Scientific-Communications_R1505600
167,Business Development Manager - Commercial Engagement Services - Pharma & Healthcare (m/w/d),7 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Business-Development-Manager---Commercial-Engagement-Services---Pharma---Healthcare--m-w-d-_R1506301
168,Clinical Trial Educator,"Warsaw, Poland",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Clinical-Trial-Educator_R1510423
169,Client Support & Delivery Analyst,3 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Client-Support---Delivery-Analyst_R1499805
170,Informatore Scientifico del Farmaco- Piemonte,"Milan, Italy",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Informatore-Scientifico-del-Farmaco--Piemonte_R1512350
171,SAP Sales and Distribution Business Analyst,"São Paulo, Brazil",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/SAP-Sales-and-Distribution-Business-Analyst_R1512346
172,SAP FICO Functional Consultant,"São Paulo, Brazil",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/SAP-FICO-Functional-Consultant_R1512345-1
173,SAP FICO Senior Functional Consultant,"São Paulo, Brazil",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/SAP-FICO-Senior-Functional-Consultant_R1512343
174,"Clinical Trial Nurse - Per Diem Boston, MA","Boston, MA",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Clinical-Trial-Nurse---Per-Diem-Boston--MA_R1512344
175,Regulatory and Start Up Manager SAM / COM,"Amsterdam, Netherlands",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Regulatory-and-Start-Up-Manager-SAM---COM_R1512339
176,"Resource Manager, RWS Consulting",17 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Resource-Manager--RWS-Consulting_R1497937
177,Delegado Hospitalario Madrid 2,"Madrid, Spain",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Delegado-Hospitalario-Madrid-2_R1512298
178,Investigator Site Payments Analyst,"São Paulo, Brazil",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Investigator-Site-Payments-Analyst_R1511944
179,"Flex Nurse Educator - Dallas E, TX","Dallas, TX",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Flex-Nurse-Educator---Dallas-E--TX_R1509714-1
180,Manger Workflow (m/ w/ d),"Leipzig, Germany",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Manger-Workflow--m--w--d-_R1496969-1
181,"Global Solutions Strategy Lead, Value & Access",12 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Product-Strategy-Lead---Value---Access_R1461940
182,Database Operator - Italian Native Speaker (4 weeks contract / Madrid Office Based),"Madrid, Spain",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Database-Operator---Italian-Native-Speaker--4-weeks-contract---Madrid-Office-Based-_R1512321
183,Sr Reference File Maintainer Assoc,"Taguig City, Philippines",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Sr-Reference-File-Maintainer-Assoc_R1494655
184,Finance & Administrative Analyst,2 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Finance---Administrative-Analyst_R1501302
185,Project & Operations Coordinator,"Chesterfield, Derbyshire, United Kingdom",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Project---Operations-Coordinator_R1483627
186,Estágio em Client Services,"São Paulo, Brazil",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Estgio-em-Atendimento-ao-Cliente_R1503920
187,"Medical Information and Adverse Event Intake Specialist with Turkish, English and additional language (French, German or Italian)","Istanbul, Turkey",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Medical-Information-and-Adverse-Event-Intake-Specialist-with-Turkish--English-and-additional-language--French--German-or-Italian-_R1512316
188,"Medical Information and Adverse Event Intake Specialist with Lithuanian, English and additional language (French, German or Italian)",13 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Medical-Information-and-Adverse-Event-Intake-Specialist-with-Lithuanian--English-and-additional-language--French--German-or-Italian-_R1512315
189,Patient Support Assistant,"Sofia, Bulgaria",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Patient-Support-Assistant_R1506637
190,Medical Information and Adverse Event Intake Specialist with French and English language,14 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Medical-Information-and-Adverse-Event-Intake-Specialist-with-French-and-English-language_R1505499-3
191,Medical Information Specialist with German and English  language,16 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Medical-Information-Specialist-with-German-and-English--language_R1499486-1
192,Sr Reference File Maintainer Assoc,"Taguig City, Philippines",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Sr-Reference-File-Maintainer-Assoc_R1506135
193,Medical Information and Adverse Event Intake Specialist with German and English language,15 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Adverse-Event-Intake-Specialist-with-German-and-English-language_R1499240
194,"Medical Information and Adverse Event Intake Specialist with Latvian, English and additional language (French, German or Italian)",12 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Medical-Information-and-Adverse-Event-Intake-Specialist-with-Latvian--English-and-additional-language--French--German-or-Italian-_R1508266
195,Consumer Health & Medtech Client Service Manager,"London, United Kingdom",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Consumer-Health---Medtech-Client-Service-Manager_R1508688
196,Connected Devices - Clinical Project Manager,3 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Connected-Devices---Clinical-Project-Manager_R1462695
197,Clinical Pharmacist,3 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Clinical-Pharmacist_R1511400
198,General Ledger Accountant - French Speaker,2 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/General-Ledger-Accountant---French-Speaker_R1490895
199,Clinical Pharmacist,4 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Clinical-Pharmacist_R1511695
200,"Senior Account Manager , Sales – Pharma (Life Sciences)","Riyadh, Saudi Arabia",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Senior-Account-Manager---Sales---Pharma--Life-Sciences-_R1505023
201,National Sales Manager - Medical,"Madrid, Spain",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/National-Sales-Manager---Medical_R1512309
202,"Assoc Mgr, Medical Sales - Portugal","Lisbon, Portugal",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Assoc-Mgr--Medical-Sales---Portugal_R1511533
203,Business development and Presales Tech Solutions Consultant,"New Cairo, Egypt",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Business-development-and-Presales-Tech-Solutions-Consultant_R1500505
204,Clinical Operations Program Manager (Global Feasibility),2 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Clinical-Operations-Program-Manager--Global-Feasibility-_R1512305
205,Client Manager,"Bournemouth, United Kingdom",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Senior-Client-Manager_R1497229
206,Key Account Manager - Healthcare,"Tunis, Tunisia",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Key-Account-Manager---Healthcare_R1493238
207,Administrative assistant,"Zagreb, Croatia",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Administrative-assistant_R1509633
208,Sr Prod Data Input Assoc,"Taguig City, Philippines",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Sr-Prod-Data-Input-Assoc_R1506520
209,Lead Clinical Research Associate,"Seoul, Republic of Korea",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Lead-Clinical-Research-Associate_R1512262
210,Clinical Data Management,3 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Clinical-Data-Management_R1509249
211,Data Integrity Specialist (Grade Level 130) - UK PBS,"Taguig City, Philippines",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Data-Integrity-Specialist--Grade-Level-130----UK-PBS_R1507461
212,Assoc. Principal Stat Programmer,4 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Assoc-Principal-Stat-Programmer_R1480445-1
213,CRA Line Manager,3 Locations,Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/CRA-Line-Manager_R1460014
214,"Field Nurse Educator –Philadelphia, PA",4 Locations,Posted 5 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Field-Nurse-Educator--Philadelphia--PA_R1512232
215,"Field Nurse Educator – Flint, MI",4 Locations,Posted 5 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Field-Neuroscience-Nurse-Educator---Flint-Troy--MI_R1509072
216,Senior Big Data Engineer,"Warsaw, Poland",Posted 4 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Senior-Big-Data-Engineer_R1508800
217,Global CTA,2 Locations,Posted 5 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Global-CTA_R1488488
218,FSP - Analytical Monitor - Advanced Level,2 Locations,Posted 5 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/FSP---Analytical-Monitor---Advanced-Level_R1512229
219,"Field Nurse Educator – Dallas S, TX",8 Locations,Posted 5 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Field-Nurse-Educator---Dallas-S--TX_R1512228
220,"Field Nurse Educator – Washington, DC",4 Locations,Posted 5 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Field-Nurse-Educator---Washington--DC_R1512225
221,Principal Statistical Programmer,22 Locations,Posted 5 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Principal-Statistical-Programmer_R1497090
222,Business Development Representative,"Durham, North Carolina, United States of America",Posted 5 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Business-Development-Representative_R1507140-1
223,Clinical Lead - Cell & Gene Therapy (Oncolgy),5 Locations,Posted 5 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Clinical-Lead---Cell---Gene-Therapy--Oncolgy-_R1507148
224,"Flex Nurse Educator - Sacramento E, CA (Must have/obtain CA license)","Sacramento, CA",Posted 5 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Flex-Nurse-Educator---Sacramento-E--CA--Must-have-obtain-CA-license-_R1509517
225,Project Manager / Tech Project Lead,"Bogota, Colombia",Posted 5 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Project-Manager---Tech-Project-Lead_R1512220
226,Business Development for Real World Insights,"Buenos Aires, Argentina",Posted 5 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Business-Development-Lead-for-HEOR--RWE-and-Market-Access_R1491450
227,"Flex Nurse Educator - Los Angeles, CA (Must have/obtain CA license)","Los Angeles, CA",Posted 5 Days Ago,https://iqvia.wd1.myworkdayjobs.com/en-US/IQVIA/job/Flex-Nurse-Educator---Los-Angeles--CA--Must-have-obtain-CA-license-_R1509510
